date,sales,date,Year,Month,Year_month,Weekday,Day,ret_1,ret_2,ret_7,dcoilwtico
2014-02-15,47898.41304,2014-02-15,2014,2,2014-02,Saturday,15,38477.262387,35928.257363000004,47881.121029,102.54
2014-02-16,49148.53003,2014-02-16,2014,2,2014-02,Sunday,16,47898.41304,38477.262387,44730.809999699995,102.54
2014-02-17,45111.72896949999,2014-02-17,2014,2,2014-02,Monday,17,49148.53003,47898.41304,39288.180995,102.54
2014-02-18,36823.391002000004,2014-02-18,2014,2,2014-02,Tuesday,18,45111.72896949999,49148.53003,38469.1209897,102.54
2014-02-19,40152.9959955,2014-02-19,2014,2,2014-02,Wednesday,19,36823.391002000004,45111.72896949999,39473.201986,103.46
2014-02-20,32157.40982,2014-02-20,2014,2,2014-02,Thursday,20,40152.9959955,36823.391002000004,35928.257363000004,103.2
2014-02-21,39580.2993,2014-02-21,2014,2,2014-02,Friday,21,32157.40982,40152.9959955,38477.262387,102.53
2014-02-22,48224.60597,2014-02-22,2014,2,2014-02,Saturday,22,39580.2993,32157.40982,47898.41304,103.17
2014-02-23,42593.20299400001,2014-02-23,2014,2,2014-02,Sunday,23,48224.60597,39580.2993,49148.53003,103.17
2014-02-24,41546.19497,2014-02-24,2014,2,2014-02,Monday,24,42593.20299400001,48224.60597,45111.72896949999,103.17
2014-02-25,35182.953024,2014-02-25,2014,2,2014-02,Tuesday,25,41546.19497,42593.20299400001,36823.391002000004,102.2
2014-02-26,40315.523003,2014-02-26,2014,2,2014-02,Wednesday,26,35182.953024,41546.19497,40152.9959955,102.93
2014-02-27,33830.436097,2014-02-27,2014,2,2014-02,Thursday,27,40315.523003,35182.953024,32157.40982,102.68
2014-02-28,46811.282607999994,2014-02-28,2014,2,2014-02,Friday,28,33830.436097,40315.523003,39580.2993,102.88
2014-03-01,79496.64997,2014-03-01,2014,3,2014-03,Saturday,1,46811.282607999994,33830.436097,48224.60597,105.34
2014-03-02,50770.687991,2014-03-02,2014,3,2014-03,Sunday,2,79496.64997,46811.282607999994,42593.20299400001,105.34
2014-03-03,50185.346990000005,2014-03-03,2014,3,2014-03,Monday,3,50770.687991,79496.64997,41546.19497,105.34
2014-03-04,61443.44839799999,2014-03-04,2014,3,2014-03,Tuesday,4,50185.346990000005,50770.687991,35182.953024,103.64
2014-03-05,82612.36648000001,2014-03-05,2014,3,2014-03,Wednesday,5,61443.44839799999,50185.346990000005,40315.523003,101.75
2014-03-06,64811.072309,2014-03-06,2014,3,2014-03,Thursday,6,82612.36648000001,61443.44839799999,33830.436097,101.82
2014-03-07,63312.084579999995,2014-03-07,2014,3,2014-03,Friday,7,64811.072309,82612.36648000001,46811.282607999994,102.82
2014-03-08,69925.268991,2014-03-08,2014,3,2014-03,Saturday,8,63312.084579999995,64811.072309,79496.64997,101.39
2014-03-09,72957.63698000001,2014-03-09,2014,3,2014-03,Sunday,9,69925.268991,63312.084579999995,50770.687991,101.39
2014-03-10,64098.303909999995,2014-03-10,2014,3,2014-03,Monday,10,72957.63698000001,69925.268991,50185.346990000005,101.39
2014-03-11,56416.10949,2014-03-11,2014,3,2014-03,Tuesday,11,64098.303909999995,72957.63698000001,61443.44839799999,100.29
2014-03-12,69836.10009600001,2014-03-12,2014,3,2014-03,Wednesday,12,56416.10949,64098.303909999995,82612.36648000001,98.29
2014-03-13,51848.397023,2014-03-13,2014,3,2014-03,Thursday,13,69836.10009600001,56416.10949,64811.072309,98.57
2014-03-14,57671.74088499999,2014-03-14,2014,3,2014-03,Friday,14,51848.397023,69836.10009600001,63312.084579999995,99.23
2014-03-15,67081.30096000001,2014-03-15,2014,3,2014-03,Saturday,15,57671.74088499999,51848.397023,69925.268991,98.43
2014-03-16,74077.86091999999,2014-03-16,2014,3,2014-03,Sunday,16,67081.30096000001,57671.74088499999,72957.63698000001,98.43
2014-03-17,66120.25898,2014-03-17,2014,3,2014-03,Monday,17,74077.86091999999,67081.30096000001,64098.303909999995,98.43
2014-03-18,57409.70072,2014-03-18,2014,3,2014-03,Tuesday,18,66120.25898,74077.86091999999,56416.10949,100.08
2014-03-19,69486.2589,2014-03-19,2014,3,2014-03,Wednesday,19,57409.70072,66120.25898,69836.10009600001,100.71
2014-03-20,51145.943396999995,2014-03-20,2014,3,2014-03,Thursday,20,69486.2589,57409.70072,51848.397023,99.68
2014-03-21,58144.907900000006,2014-03-21,2014,3,2014-03,Friday,21,51145.943396999995,69486.2589,57671.74088499999,99.97
2014-03-22,73942.508,2014-03-22,2014,3,2014-03,Saturday,22,58144.907900000006,51145.943396999995,67081.30096000001,100.05
2014-03-23,68877.59202,2014-03-23,2014,3,2014-03,Sunday,23,73942.508,58144.907900000006,74077.86091999999,100.05
2014-03-24,64200.69993,2014-03-24,2014,3,2014-03,Monday,24,68877.59202,73942.508,66120.25898,100.05
2014-03-25,58438.535145,2014-03-25,2014,3,2014-03,Tuesday,25,64200.69993,68877.59202,57409.70072,99.66
2014-03-26,65017.8986,2014-03-26,2014,3,2014-03,Wednesday,26,58438.535145,64200.69993,69486.2589,100.61
2014-03-27,48986.611192,2014-03-27,2014,3,2014-03,Thursday,27,65017.8986,58438.535145,51145.943396999995,101.25
2014-03-28,56849.531180000005,2014-03-28,2014,3,2014-03,Friday,28,48986.611192,65017.8986,58144.907900000006,101.73
2014-03-29,71767.08788,2014-03-29,2014,3,2014-03,Saturday,29,56849.531180000005,48986.611192,73942.508,101.57
2014-03-30,71098.68499050001,2014-03-30,2014,3,2014-03,Sunday,30,71767.08788,56849.531180000005,68877.59202,101.57
2014-03-31,68514.76229,2014-03-31,2014,3,2014-03,Monday,31,71098.68499050001,71767.08788,64200.69993,101.57
2014-04-01,45322.771980000005,2014-04-01,2014,4,2014-04,Tuesday,1,68514.76229,71098.68499050001,58438.535145,99.69
2014-04-02,46632.5711,2014-04-02,2014,4,2014-04,Wednesday,2,45322.771980000005,68514.76229,65017.8986,99.6
2014-04-03,35586.06579,2014-04-03,2014,4,2014-04,Thursday,3,46632.5711,45322.771980000005,48986.611192,100.29
2014-04-04,42009.286225,2014-04-04,2014,4,2014-04,Friday,4,35586.06579,46632.5711,56849.531180000005,101.16
2014-04-05,49540.03904,2014-04-05,2014,4,2014-04,Saturday,5,42009.286225,35586.06579,71767.08788,100.43
2014-04-06,49348.495978,2014-04-06,2014,4,2014-04,Sunday,6,49540.03904,42009.286225,71098.68499050001,100.43
2014-04-07,42841.902,2014-04-07,2014,4,2014-04,Monday,7,49348.495978,49540.03904,68514.76229,100.43
2014-04-08,37638.37098000001,2014-04-08,2014,4,2014-04,Tuesday,8,42841.902,49348.495978,45322.771980000005,102.57
2014-04-09,40463.846068,2014-04-09,2014,4,2014-04,Wednesday,9,37638.37098000001,42841.902,46632.5711,103.55
2014-04-10,33176.47014,2014-04-10,2014,4,2014-04,Thursday,10,40463.846068,37638.37098000001,35586.06579,103.37
2014-04-11,41453.60711900001,2014-04-11,2014,4,2014-04,Friday,11,33176.47014,40463.846068,42009.286225,103.68
2014-04-12,45863.72804,2014-04-12,2014,4,2014-04,Saturday,12,41453.60711900001,33176.47014,49540.03904,104.05
2014-04-13,42787.55801,2014-04-13,2014,4,2014-04,Sunday,13,45863.72804,41453.60711900001,49348.495978,104.05
2014-04-14,39538.67499,2014-04-14,2014,4,2014-04,Monday,14,42787.55801,45863.72804,42841.902,104.05
2014-04-15,38498.899998,2014-04-15,2014,4,2014-04,Tuesday,15,39538.67499,42787.55801,37638.37098000001,103.7
2014-04-16,45212.144029999996,2014-04-16,2014,4,2014-04,Wednesday,16,38498.899998,39538.67499,40463.846068,103.71
2014-04-17,40508.61622,2014-04-17,2014,4,2014-04,Thursday,17,45212.144029999996,38498.899998,33176.47014,104.33
2014-04-18,32579.82914,2014-04-18,2014,4,2014-04,Friday,18,40508.61622,45212.144029999996,41453.60711900001,104.35
2014-04-19,42645.14402,2014-04-19,2014,4,2014-04,Saturday,19,32579.82914,40508.61622,45863.72804,104.35
2014-04-20,42112.0819896,2014-04-20,2014,4,2014-04,Sunday,20,42645.14402,32579.82914,42787.55801,104.35
2014-04-21,43541.61401,2014-04-21,2014,4,2014-04,Monday,21,42112.0819896,42645.14402,39538.67499,104.35
2014-04-22,38806.405995,2014-04-22,2014,4,2014-04,Tuesday,22,43541.61401,42112.0819896,38498.899998,101.69
2014-04-23,42899.364996000004,2014-04-23,2014,4,2014-04,Wednesday,23,38806.405995,43541.61401,45212.144029999996,101.47
2014-04-24,32551.118619,2014-04-24,2014,4,2014-04,Thursday,24,42899.364996000004,38806.405995,40508.61622,102.2
2014-04-25,39383.559209,2014-04-25,2014,4,2014-04,Friday,25,32551.118619,42899.364996000004,32579.82914,100.85
2014-04-26,46227.94699,2014-04-26,2014,4,2014-04,Saturday,26,39383.559209,32551.118619,42645.14402,101.13
2014-04-27,45556.28602,2014-04-27,2014,4,2014-04,Sunday,27,46227.94699,39383.559209,42112.0819896,101.13
2014-04-28,38960.16,2014-04-28,2014,4,2014-04,Monday,28,45556.28602,46227.94699,43541.61401,101.13
2014-04-29,34749.184989999994,2014-04-29,2014,4,2014-04,Tuesday,29,38960.16,45556.28602,38806.405995,101.56
2014-04-30,39848.01001,2014-04-30,2014,4,2014-04,Wednesday,30,34749.184989999994,38960.16,42899.364996000004,100.07
2014-05-01,46541.189701999996,2014-05-01,2014,5,2014-05,Thursday,1,39848.01001,34749.184989999994,32551.118619,99.69
2014-05-02,44963.285,2014-05-02,2014,5,2014-05,Friday,2,46541.189701999996,39848.01001,39383.559209,100.09
2014-05-03,53622.94495999999,2014-05-03,2014,5,2014-05,Saturday,3,44963.285,46541.189701999996,46227.94699,99.74
2014-05-04,53430.393932000006,2014-05-04,2014,5,2014-05,Sunday,4,53622.94495999999,44963.285,45556.28602,99.74
2014-05-05,43971.104999999996,2014-05-05,2014,5,2014-05,Monday,5,53430.393932000006,53622.94495999999,38960.16,99.74
2014-05-06,38747.982,2014-05-06,2014,5,2014-05,Tuesday,6,43971.104999999996,53430.393932000006,34749.184989999994,99.81
2014-05-07,41515.56802,2014-05-07,2014,5,2014-05,Wednesday,7,38747.982,43971.104999999996,39848.01001,101.06
2014-05-08,38275.3965,2014-05-08,2014,5,2014-05,Thursday,8,41515.56802,38747.982,46541.189701999996,100.52
2014-05-09,44439.33436,2014-05-09,2014,5,2014-05,Friday,9,38275.3965,41515.56802,44963.285,100.32
2014-05-10,61077.69100199999,2014-05-10,2014,5,2014-05,Saturday,10,44439.33436,38275.3965,53622.94495999999,100.89
2014-05-11,40795.58901,2014-05-11,2014,5,2014-05,Sunday,11,61077.69100199999,44439.33436,53430.393932000006,100.89
2014-05-12,41564.565,2014-05-12,2014,5,2014-05,Monday,12,40795.58901,61077.69100199999,43971.104999999996,100.89
2014-05-13,37022.046016,2014-05-13,2014,5,2014-05,Tuesday,13,41564.565,40795.58901,38747.982,102.01
2014-05-14,41982.429,2014-05-14,2014,5,2014-05,Wednesday,14,37022.046016,41564.565,41515.56802,102.63
2014-05-15,33749.263499,2014-05-15,2014,5,2014-05,Thursday,15,41982.429,37022.046016,38275.3965,101.74
2014-05-16,41617.4825,2014-05-16,2014,5,2014-05,Friday,16,33749.263499,41982.429,44439.33436,102.31
2014-05-17,50682.695005,2014-05-17,2014,5,2014-05,Saturday,17,41617.4825,33749.263499,61077.69100199999,102.95
2014-05-18,55160.911995999995,2014-05-18,2014,5,2014-05,Sunday,18,50682.695005,41617.4825,40795.58901,102.95
2014-05-19,41692.75797,2014-05-19,2014,5,2014-05,Monday,19,55160.911995999995,50682.695005,41564.565,102.95
2014-05-20,35578.847,2014-05-20,2014,5,2014-05,Tuesday,20,41692.75797,55160.911995999995,37022.046016,102.8
2014-05-21,41006.788989,2014-05-21,2014,5,2014-05,Wednesday,21,35578.847,41692.75797,41982.429,104.31
2014-05-22,31442.342000999997,2014-05-22,2014,5,2014-05,Thursday,22,41006.788989,35578.847,33749.263499,104.03
2014-05-23,40267.706016,2014-05-23,2014,5,2014-05,Friday,23,31442.342000999997,41006.788989,41617.4825,105.01
2014-05-24,48654.670955,2014-05-24,2014,5,2014-05,Saturday,24,40267.706016,31442.342000999997,50682.695005,104.78
2014-05-25,51438.441026,2014-05-25,2014,5,2014-05,Sunday,25,48654.670955,40267.706016,55160.911995999995,104.78
2014-05-26,39652.35303,2014-05-26,2014,5,2014-05,Monday,26,51438.441026,48654.670955,41692.75797,104.78
2014-05-27,34770.018,2014-05-27,2014,5,2014-05,Tuesday,27,39652.35303,51438.441026,35578.847,104.78
2014-05-28,40545.318002,2014-05-28,2014,5,2014-05,Wednesday,28,34770.018,39652.35303,41006.788989,103.37
2014-05-29,34045.170988,2014-05-29,2014,5,2014-05,Thursday,29,40545.318002,34770.018,31442.342000999997,104.26
2014-05-30,38464.56465,2014-05-30,2014,5,2014-05,Friday,30,34045.170988,40545.318002,40267.706016,103.4
2014-05-31,53757.15302,2014-05-31,2014,5,2014-05,Saturday,31,38464.56465,34045.170988,48654.670955,103.07
2014-06-01,64431.44999,2014-06-01,2014,6,2014-06,Sunday,1,53757.15302,38464.56465,51438.441026,103.07
2014-06-02,49478.34401,2014-06-02,2014,6,2014-06,Monday,2,64431.44999,53757.15302,39652.35303,103.07
2014-06-03,41648.51101,2014-06-03,2014,6,2014-06,Tuesday,3,49478.34401,64431.44999,34770.018,103.34
2014-06-04,46834.992006,2014-06-04,2014,6,2014-06,Wednesday,4,41648.51101,49478.34401,40545.318002,103.27
2014-06-05,35561.155020000006,2014-06-05,2014,6,2014-06,Thursday,5,46834.992006,41648.51101,34045.170988,103.17
2014-06-06,42157.62869899999,2014-06-06,2014,6,2014-06,Friday,6,35561.155020000006,46834.992006,38464.56465,103.32
2014-06-07,51823.44296,2014-06-07,2014,6,2014-06,Saturday,7,42157.62869899999,35561.155020000006,53757.15302,105.09
2014-06-08,52645.620006,2014-06-08,2014,6,2014-06,Sunday,8,51823.44296,42157.62869899999,64431.44999,105.09
2014-06-09,43828.578055000005,2014-06-09,2014,6,2014-06,Monday,9,52645.620006,51823.44296,49478.34401,105.09
2014-06-10,36721.438980000006,2014-06-10,2014,6,2014-06,Tuesday,10,43828.578055000005,52645.620006,41648.51101,105.02
2014-06-11,43163.712019,2014-06-11,2014,6,2014-06,Wednesday,11,36721.438980000006,43828.578055000005,46834.992006,105.04
2014-06-12,33836.602,2014-06-12,2014,6,2014-06,Thursday,12,43163.712019,36721.438980000006,35561.155020000006,107.2
2014-06-13,46465.93989,2014-06-13,2014,6,2014-06,Friday,13,33836.602,43163.712019,42157.62869899999,107.49
2014-06-14,64247.83202,2014-06-14,2014,6,2014-06,Saturday,14,46465.93989,33836.602,51823.44296,107.52
2014-06-15,38683.270973,2014-06-15,2014,6,2014-06,Sunday,15,64247.83202,46465.93989,52645.620006,107.52
2014-06-16,44651.89799,2014-06-16,2014,6,2014-06,Monday,16,38683.270973,64247.83202,43828.578055000005,107.52
2014-06-17,38850.189999999995,2014-06-17,2014,6,2014-06,Tuesday,17,44651.89799,38683.270973,36721.438980000006,106.95
2014-06-18,42779.172,2014-06-18,2014,6,2014-06,Wednesday,18,38850.189999999995,44651.89799,43163.712019,106.64
2014-06-19,33908.82403,2014-06-19,2014,6,2014-06,Thursday,19,42779.172,38850.189999999995,33836.602,107.08
2014-06-20,43158.41071,2014-06-20,2014,6,2014-06,Friday,20,33908.82403,42779.172,46465.93989,107.95
2014-06-21,49601.377026,2014-06-21,2014,6,2014-06,Saturday,21,43158.41071,33908.82403,64247.83202,106.83
2014-06-22,49674.448990000004,2014-06-22,2014,6,2014-06,Sunday,22,49601.377026,43158.41071,38683.270973,106.83
2014-06-23,42986.494995999994,2014-06-23,2014,6,2014-06,Monday,23,49674.448990000004,49601.377026,44651.89799,106.83
2014-06-24,36795.59301,2014-06-24,2014,6,2014-06,Tuesday,24,42986.494995999994,49674.448990000004,38850.189999999995,106.64
2014-06-25,44056.039976,2014-06-25,2014,6,2014-06,Wednesday,25,36795.59301,42986.494995999994,42779.172,107.04
2014-06-26,33619.458979,2014-06-26,2014,6,2014-06,Thursday,26,44056.039976,36795.59301,33908.82403,106.49
2014-06-27,41600.83982,2014-06-27,2014,6,2014-06,Friday,27,33619.458979,44056.039976,43158.41071,106.46
2014-06-28,48381.01498000001,2014-06-28,2014,6,2014-06,Saturday,28,41600.83982,33619.458979,49601.377026,106.07
2014-06-29,50280.571989,2014-06-29,2014,6,2014-06,Sunday,29,48381.01498000001,41600.83982,49674.448990000004,106.07
2014-06-30,45184.5470695,2014-06-30,2014,6,2014-06,Monday,30,50280.571989,48381.01498000001,42986.494995999994,106.07
2014-07-01,73079.31205,2014-07-01,2014,7,2014-07,Tuesday,1,45184.5470695,50280.571989,36795.59301,106.06
2014-07-02,80909.6970095,2014-07-02,2014,7,2014-07,Wednesday,2,73079.31205,45184.5470695,44056.039976,105.18
2014-07-03,59850.126001,2014-07-03,2014,7,2014-07,Thursday,3,80909.6970095,73079.31205,33619.458979,104.76
2014-07-04,69073.002199,2014-07-04,2014,7,2014-07,Friday,4,59850.126001,80909.6970095,41600.83982,104.19
2014-07-05,77855.01097999999,2014-07-05,2014,7,2014-07,Saturday,5,69073.002199,59850.126001,48381.01498000001,104.19
2014-07-06,80328.177914,2014-07-06,2014,7,2014-07,Sunday,6,77855.01097999999,69073.002199,50280.571989,104.19
2014-07-07,67429.43901,2014-07-07,2014,7,2014-07,Monday,7,80328.177914,77855.01097999999,45184.5470695,104.19
2014-07-08,60358.80099,2014-07-08,2014,7,2014-07,Tuesday,8,67429.43901,80328.177914,73079.31205,104.06
2014-07-09,71298.008941,2014-07-09,2014,7,2014-07,Wednesday,9,60358.80099,67429.43901,80909.6970095,102.93
2014-07-10,57137.098,2014-07-10,2014,7,2014-07,Thursday,10,71298.008941,60358.80099,59850.126001,103.61
2014-07-11,64207.364818999995,2014-07-11,2014,7,2014-07,Friday,11,57137.098,71298.008941,69073.002199,101.48
2014-07-12,80706.9989865,2014-07-12,2014,7,2014-07,Saturday,12,64207.364818999995,57137.098,77855.01097999999,101.73
2014-07-13,70496.18899,2014-07-13,2014,7,2014-07,Sunday,13,80706.9989865,64207.364818999995,80328.177914,101.73
2014-07-14,63836.61112,2014-07-14,2014,7,2014-07,Monday,14,70496.18899,80706.9989865,67429.43901,101.73
2014-07-15,59579.54299,2014-07-15,2014,7,2014-07,Tuesday,15,63836.61112,70496.18899,60358.80099,100.56
2014-07-16,73021.84401,2014-07-16,2014,7,2014-07,Wednesday,16,59579.54299,63836.61112,71298.008941,101.88
2014-07-17,51306.708,2014-07-17,2014,7,2014-07,Thursday,17,73021.84401,59579.54299,57137.098,103.84
2014-07-18,64918.85401999999,2014-07-18,2014,7,2014-07,Friday,18,51306.708,73021.84401,64207.364818999995,103.83
2014-07-19,74485.006084,2014-07-19,2014,7,2014-07,Saturday,19,64918.85401999999,51306.708,80706.9989865,105.34
2014-07-20,71720.779996,2014-07-20,2014,7,2014-07,Sunday,20,74485.006084,64918.85401999999,70496.18899,105.34
2014-07-21,66486.475005,2014-07-21,2014,7,2014-07,Monday,21,71720.779996,74485.006084,63836.61112,105.34
2014-07-22,54776.11496800001,2014-07-22,2014,7,2014-07,Tuesday,22,66486.475005,71720.779996,59579.54299,104.59
2014-07-23,67097.275981,2014-07-23,2014,7,2014-07,Wednesday,23,54776.11496800001,66486.475005,73021.84401,103.81
2014-07-24,51553.492,2014-07-24,2014,7,2014-07,Thursday,24,67097.275981,54776.11496800001,51306.708,102.76
2014-07-25,60903.144994999995,2014-07-25,2014,7,2014-07,Friday,25,51553.492,67097.275981,64918.85401999999,105.23
2014-07-26,62209.830009699996,2014-07-26,2014,7,2014-07,Saturday,26,60903.144994999995,51553.492,74485.006084,105.68
2014-07-27,66590.672985,2014-07-27,2014,7,2014-07,Sunday,27,62209.830009699996,60903.144994999995,71720.779996,105.68
2014-07-28,62933.22431,2014-07-28,2014,7,2014-07,Monday,28,66590.672985,62209.830009699996,66486.475005,105.68
2014-07-29,54076.196999,2014-07-29,2014,7,2014-07,Tuesday,29,62933.22431,66590.672985,54776.11496800001,104.91
2014-07-30,66321.526998,2014-07-30,2014,7,2014-07,Wednesday,30,54076.196999,62933.22431,67097.275981,104.29
2014-07-31,50594.201200999996,2014-07-31,2014,7,2014-07,Thursday,31,66321.526998,54076.196999,51553.492,98.23
2014-08-01,47084.794992,2014-08-01,2014,8,2014-08,Friday,1,50594.201200999996,66321.526998,60903.144994999995,97.86
2014-08-02,53508.697998999996,2014-08-02,2014,8,2014-08,Saturday,2,47084.794992,50594.201200999996,62209.830009699996,98.26
2014-08-03,54168.61999,2014-08-03,2014,8,2014-08,Sunday,3,53508.697998999996,47084.794992,66590.672985,98.26
2014-08-04,46600.708000000006,2014-08-04,2014,8,2014-08,Monday,4,54168.61999,53508.697998999996,62933.22431,98.26
2014-08-05,40131.023998000004,2014-08-05,2014,8,2014-08,Tuesday,5,46600.708000000006,54168.61999,54076.196999,97.34
2014-08-06,41149.330969999995,2014-08-06,2014,8,2014-08,Wednesday,6,40131.023998000004,46600.708000000006,66321.526998,96.93
2014-08-07,34970.594019,2014-08-07,2014,8,2014-08,Thursday,7,41149.330969999995,40131.023998000004,50594.201200999996,97.34
2014-08-08,40611.20403,2014-08-08,2014,8,2014-08,Friday,8,34970.594019,41149.330969999995,47084.794992,97.61
2014-08-09,45681.386010999995,2014-08-09,2014,8,2014-08,Saturday,9,40611.20403,34970.594019,53508.697998999996,98.09
2014-08-10,41803.8549795,2014-08-10,2014,8,2014-08,Sunday,10,45681.386010999995,40611.20403,54168.61999,98.09
2014-08-11,39466.66398,2014-08-11,2014,8,2014-08,Monday,11,41803.8549795,45681.386010999995,46600.708000000006,98.09
2014-08-12,35574.197,2014-08-12,2014,8,2014-08,Tuesday,12,39466.66398,41803.8549795,40131.023998000004,97.36
2014-08-13,38490.000987,2014-08-13,2014,8,2014-08,Wednesday,13,35574.197,39466.66398,41149.330969999995,97.57
2014-08-14,33995.6130005,2014-08-14,2014,8,2014-08,Thursday,14,38490.000987,35574.197,34970.594019,95.54
2014-08-15,39749.615,2014-08-15,2014,8,2014-08,Friday,15,33995.6130005,38490.000987,40611.20403,97.3
2014-08-16,50047.756030000004,2014-08-16,2014,8,2014-08,Saturday,16,39749.615,33995.6130005,45681.386010999995,96.44
2014-08-17,47075.010019,2014-08-17,2014,8,2014-08,Sunday,17,50047.756030000004,39749.615,41803.8549795,96.44
2014-08-18,41377.350974,2014-08-18,2014,8,2014-08,Monday,18,47075.010019,50047.756030000004,39466.66398,96.44
2014-08-19,35613.36102,2014-08-19,2014,8,2014-08,Tuesday,19,41377.350974,47075.010019,35574.197,94.35
2014-08-20,39847.566999,2014-08-20,2014,8,2014-08,Wednesday,20,35613.36102,41377.350974,38490.000987,96.4
2014-08-21,34226.63500549999,2014-08-21,2014,8,2014-08,Thursday,21,39847.566999,35613.36102,33995.6130005,93.97
2014-08-22,39929.40296,2014-08-22,2014,8,2014-08,Friday,22,34226.63500549999,39847.566999,39749.615,93.61
2014-08-23,44032.34705,2014-08-23,2014,8,2014-08,Saturday,23,39929.40296,34226.63500549999,50047.756030000004,95.39
2014-08-24,45740.93204,2014-08-24,2014,8,2014-08,Sunday,24,44032.34705,39929.40296,47075.010019,95.39
2014-08-25,40036.630025000006,2014-08-25,2014,8,2014-08,Monday,25,45740.93204,44032.34705,41377.350974,95.39
2014-08-26,35148.035,2014-08-26,2014,8,2014-08,Tuesday,26,40036.630025000006,45740.93204,35613.36102,95.78
2014-08-27,39364.785036,2014-08-27,2014,8,2014-08,Wednesday,27,35148.035,40036.630025000006,39847.566999,95.82
2014-08-28,31200.64701,2014-08-28,2014,8,2014-08,Thursday,28,39364.785036,35148.035,34226.63500549999,96.44
2014-08-29,43583.204996,2014-08-29,2014,8,2014-08,Friday,29,31200.64701,39364.785036,39929.40296,97.86
2014-08-30,50638.200998,2014-08-30,2014,8,2014-08,Saturday,30,43583.204996,31200.64701,44032.34705,92.92
2014-08-31,50158.091010000004,2014-08-31,2014,8,2014-08,Sunday,31,50638.200998,43583.204996,45740.93204,92.92
2014-09-01,78408.736001,2014-09-01,2014,9,2014-09,Monday,1,50158.091010000004,50638.200998,40036.630025000006,92.92
2014-09-02,65469.599668999996,2014-09-02,2014,9,2014-09,Tuesday,2,78408.736001,50158.091010000004,35148.035,92.92
2014-09-03,75329.87100399999,2014-09-03,2014,9,2014-09,Wednesday,3,65469.599668999996,78408.736001,39364.785036,95.5
2014-09-04,55161.94909,2014-09-04,2014,9,2014-09,Thursday,4,75329.87100399999,65469.599668999996,31200.64701,94.51
2014-09-05,62343.85996999999,2014-09-05,2014,9,2014-09,Friday,5,55161.94909,75329.87100399999,43583.204996,93.32
2014-09-06,73266.5079815,2014-09-06,2014,9,2014-09,Saturday,6,62343.85996999999,55161.94909,50638.200998,92.64
2014-09-07,77989.802959,2014-09-07,2014,9,2014-09,Sunday,7,73266.5079815,62343.85996999999,50158.091010000004,92.64
2014-09-08,70823.633045,2014-09-08,2014,9,2014-09,Monday,8,77989.802959,73266.5079815,78408.736001,92.64
2014-09-09,57235.029981,2014-09-09,2014,9,2014-09,Tuesday,9,70823.633045,77989.802959,65469.599668999996,92.73
2014-09-10,70566.7409,2014-09-10,2014,9,2014-09,Wednesday,10,57235.029981,70823.633045,75329.87100399999,91.71
2014-09-11,50086.398,2014-09-11,2014,9,2014-09,Thursday,11,70566.7409,57235.029981,55161.94909,92.89
2014-09-12,64098.428965,2014-09-12,2014,9,2014-09,Friday,12,50086.398,70566.7409,62343.85996999999,92.18
2014-09-13,70150.637997,2014-09-13,2014,9,2014-09,Saturday,13,64098.428965,50086.398,73266.5079815,92.86
2014-09-14,72345.70397999999,2014-09-14,2014,9,2014-09,Sunday,14,70150.637997,64098.428965,77989.802959,92.86
2014-09-15,67027.739,2014-09-15,2014,9,2014-09,Monday,15,72345.70397999999,70150.637997,70823.633045,92.86
2014-09-16,59602.553,2014-09-16,2014,9,2014-09,Tuesday,16,67027.739,72345.70397999999,57235.029981,94.91
2014-09-17,70916.9350185,2014-09-17,2014,9,2014-09,Wednesday,17,59602.553,67027.739,70566.7409,94.33
2014-09-18,49921.837004,2014-09-18,2014,9,2014-09,Thursday,18,70916.9350185,59602.553,50086.398,93.07
2014-09-19,61507.874001000004,2014-09-19,2014,9,2014-09,Friday,19,49921.837004,70916.9350185,64098.428965,92.43
2014-09-20,73113.68398999999,2014-09-20,2014,9,2014-09,Saturday,20,61507.874001000004,49921.837004,70150.637997,91.46
2014-09-21,72614.507,2014-09-21,2014,9,2014-09,Sunday,21,73113.68398999999,61507.874001000004,72345.70397999999,91.46
2014-09-22,62529.46499,2014-09-22,2014,9,2014-09,Monday,22,72614.507,73113.68398999999,67027.739,91.46
2014-09-23,54785.49404799999,2014-09-23,2014,9,2014-09,Tuesday,23,62529.46499,72614.507,59602.553,91.55
2014-09-24,65136.13501,2014-09-24,2014,9,2014-09,Wednesday,24,54785.49404799999,62529.46499,70916.9350185,93.6
2014-09-25,47838.922042,2014-09-25,2014,9,2014-09,Thursday,25,65136.13501,54785.49404799999,49921.837004,93.59
2014-09-26,58120.965970000005,2014-09-26,2014,9,2014-09,Friday,26,47838.922042,65136.13501,61507.874001000004,95.55
2014-09-27,64373.357992000005,2014-09-27,2014,9,2014-09,Saturday,27,58120.965970000005,47838.922042,73113.68398999999,94.53
2014-09-28,69929.401,2014-09-28,2014,9,2014-09,Sunday,28,64373.357992000005,58120.965970000005,72614.507,94.53
2014-09-29,60507.435,2014-09-29,2014,9,2014-09,Monday,29,69929.401,64373.357992000005,62529.46499,94.53
2014-09-30,56431.2340017,2014-09-30,2014,9,2014-09,Tuesday,30,60507.435,69929.401,54785.49404799999,91.17
